ticker,Date,SplitRatio
KSS,1996-04-30 00:00:00-04:00,2.0
KSS,1998-04-28 00:00:00-04:00,2.0
KSS,2000-04-25 00:00:00-04:00,2.0
LRCX,1993-09-16 00:00:00-04:00,1.5
LRCX,2000-03-17 00:00:00-05:00,3.0
LRCX,2024-10-03 00:00:00-04:00,10.0
M,2006-06-12 00:00:00-04:00,2.0
MCD,1971-06-14 00:00:00-04:00,1.5
MCD,1972-06-06 00:00:00-04:00,2.0
MCD,1982-10-07 00:00:00-04:00,1.5
MCD,1984-09-25 00:00:00-04:00,1.5
MCD,1986-06-26 00:00:00-04:00,1.5
MCD,1987-06-23 00:00:00-04:00,1.5
MCD,1989-06-19 00:00:00-04:00,2.0
MCD,1994-06-27 00:00:00-04:00,2.0
MCD,1999-03-08 00:00:00-05:00,2.0
MMM,1972-06-16 00:00:00-04:00,2.0
MMM,1987-06-16 00:00:00-04:00,2.0
MMM,1994-04-11 00:00:00-04:00,2.0
MMM,2003-09-30 00:00:00-04:00,2.0
MMM,2024-04-01 00:00:00-04:00,1.196
MO,1966-05-19 00:00:00-04:00,3.0
MO,1969-05-22 00:00:00-04:00,2.0
MO,1974-06-03 00:00:00-04:00,2.0
MO,1979-06-01 00:00:00-04:00,2.0
MO,1986-04-11 00:00:00-05:00,2.0
MO,1989-10-11 00:00:00-04:00,4.0
MO,1997-04-11 00:00:00-04:00,3.0
MRK,1964-05-27 00:00:00-04:00,3.0
MRK,1972-06-01 00:00:00-04:00,2.0
MRK,1986-05-27 00:00:00-04:00,2.0
MRK,1988-05-26 00:00:00-04:00,3.0
MRK,1992-05-26 00:00:00-04:00,3.0
MRK,1999-02-17 00:00:00-05:00,2.0
MRK,2021-06-03 00:00:00-04:00,1.048
MRVL,2004-06-29 00:00:00-04:00,2.0
MRVL,2006-07-25 00:00:00-04:00,2.0
MS,1997-01-15 00:00:00-05:00,2.0
MS,2000-01-27 00:00:00-05:00,2.0
MSFT,1987-09-21 00:00:00-04:00,2.0
MSFT,1990-04-16 00:00:00-04:00,2.0
MSFT,1991-06-27 00:00:00-04:00,1.5
MSFT,1992-06-15 00:00:00-04:00,1.5
MSFT,1994-05-23 00:00:00-04:00,2.0
MSFT,1996-12-09 00:00:00-05:00,2.0
MSFT,1998-02-23 00:00:00-05:00,2.0
MSFT,1999-03-29 00:00:00-05:00,2.0
MSFT,2003-02-18 00:00:00-05:00,2.0
MTC,2022-07-13 00:00:00-04:00,0.1
MTC,2024-12-18 00:00:00-05:00,0.125
MTCH,1998-03-27 00:00:00-05:00,2.0
MTCH,2000-02-25 00:00:00-05:00,2.0
MTCH,2005-08-09 00:00:00-04:00,0.9
MTCH,2008-08-21 00:00:00-04:00,1.146
MTCH,2020-07-01 00:00:00-04:00,3.502
MU,1994-04-19 00:00:00-04:00,2.5
MU,1995-05-23 00:00:00-04:00,2.0
MU,2000-05-02 00:00:00-04:00,2.0
NCTY,2018-05-09 00:00:00-04:00,0.3333333333333333
NCTY,2020-10-19 00:00:00-04:00,0.1
NCTY,2023-10-02 00:00:00-04:00,0.1
NEM,1987-06-11 00:00:00-04:00,2.0
NEM,1987-10-09 00:00:00-04:00,1.5
NEM,1994-04-22 00:00:00-04:00,1.25
NFLX,2004-02-12 00:00:00-05:00,2.0
NFLX,2015-07-15 00:00:00-04:00,7.0
NKE,1990-10-08 00:00:00-04:00,2.0
NKE,1995-10-31 00:00:00-05:00,2.0
NKE,1996-10-24 00:00:00-04:00,2.0
NKE,2007-04-03 00:00:00-04:00,2.0
NKE,2012-12-26 00:00:00-05:00,2.0
NKE,2015-12-24 00:00:00-05:00,2.0
NTES,2006-03-28 00:00:00-05:00,4.0
NTES,2020-10-02 00:00:00-04:00,5.0
NVDA,2000-06-27 00:00:00-04:00,2.0
NVDA,2001-09-10 00:00:00-04:00,2.0
NVDA,2006-04-07 00:00:00-04:00,2.0
NVDA,2007-09-11 00:00:00-04:00,1.5
NVDA,2021-07-20 00:00:00-04:00,4.0
NVDA,2024-06-10 00:00:00-04:00,10.0
NVFY,2019-12-23 00:00:00-05:00,0.2
NVFY,2023-05-24 00:00:00-04:00,0.2
O,2005-01-03 00:00:00-05:00,2.0
O,2021-11-15 00:00:00-05:00,1.032
O39.SI,2005-08-03 00:00:00+08:00,2.0
OKE,1990-03-01 00:00:00-05:00,2.0
OKE,2001-06-12 00:00:00-04:00,2.0
OKE,2012-06-04 00:00:00-04:00,2.0
OKE,2014-02-03 00:00:00-05:00,1.1422
ORCL,1987-03-25 00:00:00-05:00,2.0
ORCL,1987-12-21 00:00:00-05:00,2.0
ORCL,1989-07-03 00:00:00-04:00,2.0
ORCL,1993-11-09 00:00:00-05:00,2.0
ORCL,1995-02-23 00:00:00-05:00,1.5
ORCL,1996-04-17 00:00:00-04:00,1.5
ORCL,1997-08-18 00:00:00-04:00,1.5
ORCL,1999-03-01 00:00:00-05:00,1.5
ORCL,2000-01-19 00:00:00-05:00,2.0
ORCL,2000-10-13 00:00:00-04:00,2.0
OXY,2006-08-16 00:00:00-04:00,2.0
OXY,2014-12-01 00:00:00-05:00,1.042
OXY,2016-02-25 00:00:00-05:00,1.0017028949213662
PANW,2022-09-14 00:00:00-04:00,3.0
PANW,2024-12-16 00:00:00-05:00,2.0
PCG,1983-07-18 00:00:00-04:00,2.0
PFE,1983-07-01 00:00:00-04:00,2.0
PFE,1991-04-01 00:00:00-05:00,2.0
PFE,1995-07-03 00:00:00-04:00,2.0
PFE,1997-07-01 00:00:00-04:00,2.0
PFE,1999-07-01 00:00:00-04:00,3.0
PFE,2020-11-17 00:00:00-05:00,1.054
PG,1970-05-19 00:00:00-04:00,2.0
PG,1983-02-22 00:00:00-05:00,2.0
PG,1989-11-20 00:00:00-05:00,2.0
PG,1992-06-15 00:00:00-04:00,2.0
PG,1997-09-22 00:00:00-04:00,2.0
PG,2004-06-21 00:00:00-04:00,2.0
PLUG,2011-05-20 00:00:00-04:00,0.1
PPL,1992-05-12 00:00:00-04:00,2.0
PPL,2005-08-25 00:00:00-04:00,2.0
PPL,2015-06-02 00:00:00-04:00,1.0736525660296328
PT,2022-05-16 00:00:00-04:00,0.2
QCOM,1994-02-24 00:00:00-05:00,2.0
QCOM,1999-05-11 00:00:00-04:00,2.0
QCOM,1999-12-31 00:00:00-05:00,4.0
QCOM,2004-08-16 00:00:00-04:00,2.0
QQQ,2000-03-20 00:00:00-05:00,2.0
RCON,2024-05-01 00:00:00-04:00,0.05555555555555555
RF,1984-06-04 00:00:00-04:00,2.0
RF,1986-06-02 00:00:00-04:00,2.0
RF,1993-03-01 00:00:00-05:00,1.1
RF,1997-06-16 00:00:00-04:00,2.0
RF,2004-07-01 00:00:00-04:00,1.2346
RTX,1965-11-01 00:00:00-05:00,1.5
RTX,1976-05-19 00:00:00-04:00,2.0
RTX,1984-06-11 00:00:00-04:00,2.0
RTX,1996-12-11 00:00:00-05:00,2.0
RTX,1999-05-18 00:00:00-04:00,2.0
RTX,2005-06-13 00:00:00-04:00,2.0
RTX,2020-04-03 00:00:00-04:00,1.589
SBIN.NS,2014-11-20 00:00:00+05:30,10.0
SCHP,2024-10-11 00:00:00-04:00,2.0
SCHW,1991-12-03 00:00:00-05:00,1.5
SCHW,1993-06-02 00:00:00-04:00,1.5
SCHW,1995-03-02 00:00:00-05:00,1.5
SCHW,1995-09-05 00:00:00-04:00,2.0
SCHW,1997-09-16 00:00:00-04:00,1.5
SCHW,1998-12-14 00:00:00-05:00,1.5
SCHW,1999-07-02 00:00:00-04:00,2.0
SCHW,2000-05-31 00:00:00-04:00,1.5
SECO,2022-11-28 00:00:00-05:00,0.1
SEED,2018-07-10 00:00:00-04:00,0.1
SHW,1981-03-31 00:00:00-05:00,2.0
SHW,1983-03-31 00:00:00-05:00,2.0
SHW,1986-04-01 00:00:00-05:00,2.0
SHW,1991-04-01 00:00:00-05:00,2.0
SHW,1997-03-31 00:00:00-05:00,2.0
SHW,2021-04-01 00:00:00-04:00,3.0
SIDO.JK,2020-09-14 00:00:00+07:00,2.0
SIDO.JK,2021-09-28 00:00:00+07:00,1.0076335877862594
SLB,1997-07-14 00:00:00-04:00,2.0
SLB,2006-04-10 00:00:00-04:00,2.0
SLV,2008-07-24 00:00:00-04:00,10.0
SMCI,2024-10-01 00:00:00-04:00,10.0
T,1987-05-26 00:00:00-04:00,3.0
T,1993-05-26 00:00:00-04:00,2.0
T,1998-03-20 00:00:00-05:00,2.0
T,2022-04-11 00:00:00-04:00,1.324
TCS.NS,2006-07-28 00:00:00+05:30,2.0
TCS.NS,2009-06-16 00:00:00+05:30,2.0
TCS.NS,2018-05-31 00:00:00+05:30,2.0
TFC,1983-07-01 00:00:00-04:00,1.25
TFC,1985-04-29 00:00:00-04:00,2.0
TFC,1987-06-23 00:00:00-04:00,1.5
TFC,1989-07-03 00:00:00-04:00,1.5
TFC,1998-08-04 00:00:00-04:00,2.0
TITAN.NS,2011-06-23 00:00:00+05:30,10.0
TRV,1994-06-07 00:00:00-04:00,2.0
TRV,1998-05-12 00:00:00-04:00,2.0
TSLA,2020-08-31 00:00:00-04:00,5.0
TSLA,2022-08-25 00:00:00-04:00,3.0
UNH,1992-09-16 00:00:00-04:00,2.0
UNH,1994-03-11 00:00:00-05:00,2.0
UNH,2000-12-26 00:00:00-05:00,2.0
UNH,2003-06-19 00:00:00-04:00,2.0
UNH,2005-05-31 00:00:00-04:00,2.0
USB,1979-02-22 00:00:00-05:00,1.25
USB,1985-04-16 00:00:00-05:00,2.0
USB,1989-04-17 00:00:00-04:00,2.0
USB,1997-01-16 00:00:00-05:00,3.0
USB,1999-04-16 00:00:00-04:00,3.0
USO,2020-04-29 00:00:00-04:00,0.125
UTSI,2013-03-22 00:00:00-04:00,0.3333333333333333
UTSI,2022-06-29 00:00:00-04:00,0.25
UXIN,2022-10-28 00:00:00-04:00,0.1
UXIN,2024-01-16 00:00:00-05:00,0.1
V,2015-03-19 00:00:00-04:00,4.0
VFC,1982-12-21 00:00:00-05:00,2.0
VFC,1983-12-20 00:00:00-05:00,2.0
VFC,1986-05-06 00:00:00-04:00,2.0
VFC,1997-11-25 00:00:00-05:00,2.0
VFC,2013-12-23 00:00:00-05:00,4.0
VFC,2019-05-23 00:00:00-04:00,1.062
VNO,1991-06-03 00:00:00-04:00,5.0
VNO,1993-03-26 00:00:00-05:00,1.5
VNO,1997-10-21 00:00:00-04:00,2.0
VNO,1998-10-19 00:00:00-04:00,1.0131712259371835
VNO,2015-01-16 00:00:00-05:00,1.1049723756906078
VNO,2017-07-18 00:00:00-04:00,1.237
VZ,1986-04-18 00:00:00-05:00,2.0
VZ,1990-05-02 00:00:00-04:00,2.0
VZ,1998-06-30 00:00:00-04:00,2.0
VZ,2006-11-20 00:00:00-05:00,1.038055099964706
VZ,2008-04-01 00:00:00-04:00,1.0046515366145252
VZ,2010-07-02 00:00:00-04:00,1.0662242546825904
WDC,1997-06-04 00:00:00-04:00,2.0
WDC,2025-02-24 00:00:00-05:00,1.323
WFC,1977-06-20 00:00:00-04:00,2.0
WFC,1988-07-01 00:00:00-04:00,1.5
WFC,1989-07-24 00:00:00-04:00,2.0
WFC,1993-06-29 00:00:00-04:00,2.0
WFC,1997-10-14 00:00:00-04:00,2.0
WFC,2006-08-14 00:00:00-04:00,2.0
WMB,1993-11-08 00:00:00-05:00,2.0
WMB,1996-12-31 00:00:00-05:00,1.5
WMB,1997-12-30 00:00:00-05:00,2.0
WMB,2001-04-24 00:00:00-04:00,1.0893246187363834
WMB,2012-01-03 00:00:00-05:00,1.2266928361138372
WMT,1975-08-25 00:00:00-04:00,2.0
WMT,1980-12-17 00:00:00-05:00,2.0
WMT,1982-07-12 00:00:00-04:00,2.0
WMT,1983-07-11 00:00:00-04:00,2.0
WMT,1985-10-07 00:00:00-04:00,2.0
WMT,1987-07-13 00:00:00-04:00,2.0
WMT,1990-07-09 00:00:00-04:00,2.0
WMT,1993-02-26 00:00:00-05:00,2.0
WMT,1999-04-20 00:00:00-04:00,2.0
WMT,2024-02-26 00:00:00-05:00,3.0
WY,1973-12-12 00:00:00-05:00,2.0
WY,1988-06-03 00:00:00-04:00,1.5
XBI,2015-09-11 00:00:00-04:00,3.0
XOM,1976-07-26 00:00:00-04:00,2.0
XOM,1981-06-12 00:00:00-04:00,2.0
XOM,1987-09-15 00:00:00-04:00,2.0
XOM,1997-04-14 00:00:00-04:00,2.0
XOM,2001-07-19 00:00:00-04:00,2.0
XOP,2020-03-30 00:00:00-04:00,0.25
YJ,2023-06-20 00:00:00-04:00,0.1
YJ,2024-09-13 00:00:00-04:00,0.25
